Producto_ID,NombreProducto,product_shortname,cluster
33680,Dutch Country 100pct Ajonjo 400g MTA WON 33680,Dutch Country 100pct Ajonjo 400g,14
33681,Dutch Country 100pct Ajonjo 400g TAB WON 33681,Dutch Country 100pct Ajonjo 400g,14
33682,Dutch Country Super Pan Bco 400g MTA WON 33682,Dutch Country Super Pan Bco 400g,1
33683,Dutch Country Super Pan Bco 400g TAB WON 33683,Dutch Country Super Pan Bco 400g,1
33687,Bolsita Besos de Nuez 280g GBI 33687,Bolsita Besos de Nuez 280g,14
33688,Bolsita Besos de Nuez 160g GBI 33688,Bolsita Besos de Nuez 160g,14
33690,Bolsita Orejitas 160g GBI 33690,Bolsita Orejitas 160g,28
33691,Bolsita Orejitas 260g GBI 33691,Bolsita Orejitas 260g,28
33693,Bolsita Teddy Bear 350g GBI 33693,Bolsita Teddy Bear 350g,28
33699,Galleta Gansito 3p 62g MLA 33699,Galleta Gansito 3p 62g,19
33700,Galleta Gansito 3p 62g MTA MLA 33700,Galleta Gansito 3p 62g,19
33708,Sandwichera Epix Osito 72g BIM 33708,Sandwichera Epix Osito 72g,27
33715,Bran Frut Dual 48g MTB BIM 33715,Bran Frut Dual 48g,3
33734,Galleta Avena Chispas 8p 100g TR 33734,Galleta Avena Chispas 8p 100g,30
33735,Galleta Avena Chispas 8p 100g CU TR 33735,Galleta Avena Chispas 8p 100g,30
33736,Galleta Avena Chispas 8p 100g MTA TR 33736,Galleta Avena Chispas 8p 100g,30
33737,Galleta Avena Chispas 8p 100g TAB TR 33737,Galleta Avena Chispas 8p 100g,30
33740,Panera Donas Azucar 12p 630g TAB BIM 33740,Panera Donas Azucar 12p 630g,27
33741,Charola Donita Espolv 15p 787 5g TAB BIM 33741,Charola Donita Espolv 15p 787 5g,23
33742,Charola Nito 15p 930g TAB BIM 33742,Charola Nito 15p 930g,19
33743,Charola Panquecitos Got 12p 840g TAB BIM 33743,Charola Panquecitos Got 12p 840g,27
33763,Galleta Gansito 3p 62g Tira CU MLA 33763,Galleta Gansito 3p 62g,19
33768,Salmas 18p 108g CJM SAN 33768,Salmas 18p 108g,17
33769,Salmas Dispenser 20p 360g CJM SAN 33769,Salmas Dispenser 20p 360g,17
33773,Deliciosas Escolar 25g CU LAR 33773,Deliciosas Escolar 25g,21
33779,Marias Escolar 24g CU LAR 33779,Marias Escolar 24g,29
33794,Salmas 12g CJM SAN 33794,Salmas 12g,17
33822,Triki Chispas 5p 60g Tira CU MLA 33822,Triki Chispas 5p 60g,7
33841,Triki Chispas 60g CU MLA 33841,Triki Chispas 60g,7
33842,Galleta Gansito 3p 62g CU MLA 33842,Galleta Gansito 3p 62g,19
33845,Max Two Pack Elote Mango 2p 25g VER 33845,Max Two Pack Elote Mango 2p 25g,21
33853,Surtido Fina Variedad 200g CU GBI 33853,Surtido Fina Variedad 200g,28
33862,Choco Roles Fresa 3X10 Prom MLA 33862,Choco Roles Fresa 3X10,2
33863,Choco Roles Fresa 3X10 Prom MTB MLA 33863,Choco Roles Fresa 3X10,2
33866,Rollo Fresa 20pct mas 2p 80g MTB MLA 33866,Rollo Fresa 20pct mas 2p 80g,10
33871,Principe Crunch 8p 60g CU MLA 33871,Principe Crunch 8p 60g,12
33872,Principe Crunch 8p 60g MTA MLA 33872,Principe Crunch 8p 60g,12
33875,Lapicera Carton Distroller ABC 100g GBI 33875,Lapicera Carton Distroller ABC 100g,30
33879,Chocochispas 5p 80g Tira MTA LAR 33879,Chocochispas 5p 80g,29
33889,Bolsita Circus 25g GBI 33889,Bolsita Circus 25g,21
33902,Hot Nuts Multintenso 50g BAR 33902,Hot Nuts Multintenso 50g,19
33909,Galleta Avena Escolar 27g TR 33909,Galleta Avena Escolar 27g,30
33912,Bran Frut Fresa Escolar 25g BIM 33912,Bran Frut Fresa Escolar 25g,3
34018,Submarinos Fresa Escolar 25g MLA 34018,Submarinos Fresa Escolar 25g,21
34020,Submarinos Vainilla Escolar 25g MLA 34020,Submarinos Vainilla Escolar 25g,21
34021,Submarinos Vainilla Escolar 25g MTB MLA 34021,Submarinos Vainilla Escolar 25g,21
34025,Lonchito Clasico Juzgados 133g CU LON 34025,Lonchito Clasico Juzgados 133g,24
34044,Bigotes Chocolate 60g Prom TR 34044,Bigotes Chocolate 60g,13
34048,Mantecadas 2p 105g Prom MTA TR 34048,Mantecadas 2p 105g,14
34050,Tortillas Harina Burreras 6p 300g DH 34050,Tortillas Harina Burreras 6p 300g,8
34053,Nito 1p 62g SP BIM 34053,Nito 1p 62g,19
34054,Nito 1p 62g SP MTB BIM 34054,Nito 1p 62g,19
34055,Nito 1p 62g SP TAB BIM 34055,Nito 1p 62g,19
34056,Galleta Gansito 62g SP CU MLA 34056,Galleta Gansito 62g,19
34067,Lonchibox Prem Bco con Chile 90g LON 34067,Lonchibox Prem Bco con Chile 90g,9
34068,Lonchibox Prem Bco sn Chile 86g LON 34068,Lonchibox Prem Bco sn Chile 86g,15
34069,Lonchibox Premium Multigrano 91g LON 34069,Lonchibox Premium Multigrano 91g,1
34071,Lonchibox Premium Cuernito 80g LON 34071,Lonchibox Premium Cuernito 80g,2
34077,Barritas Fresa Escolar 26 5g MLA 34077,Barritas Fresa Escolar 26 5g,10
34078,Barritas Fresa Escolar 26 5g MTA MLA 34078,Barritas Fresa Escolar 26 5g,10
34080,Barritas Pina Escolar 26 5g MLA 34080,Barritas Pina Escolar 26 5g,24
34081,Barritas Pina Escolar 26 5g MTA MLA 34081,Barritas Pina Escolar 26 5g,24
34083,Canelitas Escolar 20g MLA 34083,Canelitas Escolar 20g,26
34084,Canelitas Escolar 20g MTA MLA 34084,Canelitas Escolar 20g,26
34087,Triki Trakes Escolar 3p 25g MTA MLA 34087,Triki Trakes Escolar 3p 25g,7
34089,Tortilla Hna Chihuahua 10p 535g MTA DH 34089,Tortilla Hna Chihuahua 10p 535g,8
34111,Pan Pullman con Fibra 567g MTA PUL 34111,Pan Pullman con Fibra 567g,1
34118,Bolsita Mini Chips 25g GBI 34118,Bolsita Mini Chips 25g,21
34122,Pan Doble Fibra Muestreo 2p 61g BIM 34122,Pan Doble Fibra Muestreo 2p 61g,1
34124,Fruttimania Manzana Toy Story 10g RIC 34124,Fruttimania Manzana Toy Story 10g,18
34178,Hot Dog 8p 340g FS MTA BIM 34178,Hot Dog 8p 340g,20
34185,Panquecitos Napolitanos 2p 140g BIM 34185,Panquecitos Napolitanos 2p 140g,24
34187,Salma Dispenser 43p 516g CJM SAN 34187,Salma Dispenser 43p 516g,17
34195,Spina 43g Tira MTA MLA 34195,Spina 43g,28
34200,Papatinas Chilix 50g BAR 34200,Papatinas Chilix 50g,19
34204,Bimbollos 8p 450g TNB BIM 34204,Bimbollos 8p 450g,9
34205,Bimbollos FS 12p 675g TNB BIM 34205,Bimbollos FS 12p 675g,27
34206,Medias Noches 8p 340g TNB BIM 34206,Medias Noches 8p 340g,20
34207,Medias Noches 10p 430g TNB BIM 34207,Medias Noches 10p 430g,20
34208,Tostado 210g TNB BIM 34208,Tostado 210g,4
34210,Super Pan Blanco 740g TNB BIM 34210,Super Pan Blanco 740g,16
34211,Pan Blanco 460g TNB BIM 34211,Pan Blanco 460g,16
34212,Pan Doble Fibra 640g TNB BIM 34212,Pan Doble Fibra 640g,1
34213,Pan Blanco 640g TNB BIM 34213,Pan Blanco 640g,16
34215,Pan Blanco Chico 360g TNB BIM 34215,Pan Blanco Chico 360g,16
34225,Magnas 200g SP LAR 34225,Magnas 200g,22
34226,Magnas 200g SP MTB LAR 34226,Magnas 200g,22
34227,Magnas 200g SP TAB LAR 34227,Magnas 200g,22
34255,Tostada Ondulada Tubo 30p 360g TNB MR 34255,Tostada Ondulada Tubo 30p 360g,4
34256,Tostada Ondulada Tubo 18p 216g TNB MR 34256,Tostada Ondulada Tubo 18p 216g,4
34257,Tostada Plana 15p 175g TNB MR 34257,Tostada Plana 15p 175g,4
34258,Totopo Chilaquiles 500g TNB MR 34258,Totopo Chilaquiles 500g,5
34259,Barra Coco GV 634g MP 34259,Barra Coco GV 634g,1
34264,Bimbollos Extra 6p 480g TNB BIM 34264,Bimbollos Extra 6p 480g,9
34292,Pan Integral 370g TNB BIM 34292,Pan Integral 370g,1
34299,Tortilla Precocida 20p 500g MTA TR 34299,Tortilla Precocida 20p 500g,8
34301,Tortilla Hna 100pct Int 10p 275g WON 34301,Tortilla Hna 100pct Int 10p 275g,8
34302,Tortilla Hna 100pct Int 10p 275g MTA WON 34302,Tortilla Hna 100pct Int 10p 275g,8
34326,Galleta Gansito 20p 1240g MLA 34326,Galleta Gansito 20p 1240g,30
34327,Mantecadas Chocolate 8p 250g ME BIM 34327,Mantecadas Chocolate 8p 250g,13
34328,Mantecadas Chocolate 8p 250g ME MTA BIM 34328,Mantecadas Chocolate 8p 250g,13
34333,Galleta Gansito 3p 62g CC CU MLA 34333,Galleta Gansito 3p 62g,19
34337,Galleta Gansito 3p 62g CC Tira CU MLA 34337,Galleta Gansito 3p 62g,19
34348,Principe Mix 20p 1724g MLA 34348,Principe Mix 20p 1724g,12
34355,Tostachos Queso 70g BAR 34355,Tostachos Queso 70g,24
34370,Duo MGNuez 34g mas MGLin32g Tira MTA BIM 34370,Duo MGNuez 34g mas MGLin32g,25
34373,Bollos Carls Jr 5in 1350g MTA SL 34373,Bollos Carls Jr 5in 1350g,17
34389,Kranky Barra Choc Arroz Inflado 38g RIC 34389,Kranky Barra Choc Arroz Inflado 38g,2
34403,Tartina Zarzamora 2p 26g TR 34403,Tartina Zarzamora 2p 26g,10
34425,Pachoncitos Degustacion 70g TR 34425,Pachoncitos Degustacion 70g,24
34426,Duo MGNuez 34g mas MGLin32g BIM 34426,Duo MGNuez 34g mas MGLin32g,25
34427,Duo MGNuez 34g mas MGLin32g MTA BIM 34427,Duo MGNuez 34g mas MGLin32g,25
34429,Doraditas 110g Prom TR 34429,Doraditas 110g,23
34430,Doraditas 110g Prom MTA TR 34430,Doraditas 110g,23
34433,Tortilla Harina Mty 12p 258g MTA DH 34433,Tortilla Harina Mty 12p 258g,8
34439,Fruttimania Durazno Princesas 8g RIC 34439,Fruttimania Durazno Princesas 8g,18
34440,Fruttimania Durazno Toy Story 8g RIC 34440,Fruttimania Durazno Toy Story 8g,18
34452,Pan Blanco Mi Marca 567g MTA MP 34452,Pan Blanco Mi Marca 567g,16
34468,Pan Deli Avena 6p 440g BIM 34468,Pan Deli Avena 6p 440g,1
34469,Pan Deli Avena 6p 440g MTA BIM 34469,Pan Deli Avena 6p 440g,1
34486,Duo Polvoron 130g Prom TR 34486,Duo Polvoron 130g,25
34487,Duo Polvoron 130g Prom MTA TR 34487,Duo Polvoron 130g,25
34495,Flow Pack Surtido Fina Variedad 200g GBI 34495,Flow Pack Surtido Fina Variedad 200g,28
34542,Sponch Fresa 6p 90g MTB MLA 34542,Sponch Fresa 6p 90g,10
34546,Chocotorro Fresa 1p 50g TAB MLA 34546,Chocotorro Fresa 1p 50g,10
34547,Suavicremas Fresa 158g MLA 34547,Suavicremas Fresa 158g,10
34548,Suavicremas Fresa 158g MTA MLA 34548,Suavicremas Fresa 158g,10
34550,Suavicremas Vainilla 158g MLA 34550,Suavicremas Vainilla 158g,11
34551,Suavicremas Vainilla 158g MTA MLA 34551,Suavicremas Vainilla 158g,11
34553,Suavicremas Chocolate 158g MLA 34553,Suavicremas Chocolate 158g,13
34554,Suavicremas Chocolate 158g MTA MLA 34554,Suavicremas Chocolate 158g,13
34577,Barra Silueta Fresa 20p 440g Cj CU BIM 34577,Barra Silueta Fresa 20p 440g,10
34585,Hamburguesa Clasica 145g CU LON 34585,Hamburguesa Clasica 145g,24
34616,Duo Gansito mas Dalmata 105g SP MLA 34616,Duo Gansito mas Dalmata 105g,25
34617,Duo Gansito mas Dalmata 105g SP MTB MLA 34617,Duo Gansito mas Dalmata 105g,25
34618,Duo Gansito mas Dalmata 105g SP TAB MLA 34618,Duo Gansito mas Dalmata 105g,25
34627,Galleta Integ Avena Nuez DIF Gto 30g MLA 34627,Galleta Integ Avena Nuez DIF Gto 30g,30
34643,Burrito Vaporero Mole 90g CU LON 34643,Burrito Vaporero Mole 90g,9
34644,Burrito Vapo Carne Deshebrada 90g CU LON 34644,Burrito Vapo Carne Deshebrada 90g,9
34645,Burrito Vaporero Chicharron 90g CU LON 34645,Burrito Vaporero Chicharron 90g,9
34646,Burrito Vaporero FrijolChorizo90gCU LON 34646,Burrito Vaporero FrijolChorizo90gCU,9
34647,Burrito Vaporero Barbacoa 90g CU LON 34647,Burrito Vaporero Barbacoa 90g,9
34665,Paneton 900g CU BIM 34665,Paneton 900g,14
34666,Pan Blanco Natures Best 4p 680g CU BIM 34666,Pan Blanco Natures Best 4p 680g,16
34670,Salmas Dispenser 20p 360g TBE SAN 34670,Salmas Dispenser 20p 360g,17
34682,Pastisetas 6p 75g Cj SUA 34682,Pastisetas 6p 75g,24
34683,Pastisetas 6p 75g Cj MTA SUA 34683,Pastisetas 6p 75g,24
34702,Duo Chocotorro mas Dalmata 105g MLA 34702,Duo Chocotorro mas Dalmata 105g,25
34703,Duo Chocotorro mas Dalmata 105g MTB MLA 34703,Duo Chocotorro mas Dalmata 105g,25
34704,Duo Chocotorro mas Dalmata 105g TAB MLA 34704,Duo Chocotorro mas Dalmata 105g,25
34737,Tartinas Zarzamora 8p 104g SP CU TR 34737,Tartinas Zarzamora 8p 104g,10
34738,Tartinas Zarzamora 8p 104g SP MTB TR 34738,Tartinas Zarzamora 8p 104g,10
34747,Tostada Clasica 240g DIF CJM SAN 34747,Tostada Clasica 240g,4
34768,Raztachoc Vainilla 5p 40g Tira BIM 34768,Raztachoc Vainilla 5p 40g,11
34769,Raztachoc Vainilla 5p 40g Tira MTA BIM 34769,Raztachoc Vainilla 5p 40g,11
34770,Raztachoc Vainilla 5p 40g Tira TAB BIM 34770,Raztachoc Vainilla 5p 40g,11
34775,Roles Canela 3p 180g Det Prom BIM 34775,Roles Canela 3p 180g,2
34776,Roles Glass 3p 202g Det Prom BIM 34776,Roles Glass 3p 202g,2
34781,Blister StarGum Yerbabuena Intens 8g SKD 34781,Blister StarGum Yerbabuena Intens 8g,26
34782,Blister StarGum Fresa 8g SKD 34782,Blister StarGum Fresa 8g,10
34783,Blister StarGum Menta Intensa 8g SKD 34783,Blister StarGum Menta Intensa 8g,26
34785,Pan Integral 480g TNB BIM 34785,Pan Integral 480g,1
34786,Pan Integral 680g TNB BIM 34786,Pan Integral 680g,1
34787,Pan Integral Gde 2pq 1360g TNB BIM 34787,Pan Integral Gde 2pq 1360g,1
34793,Bimbollos con Ajn 18p 1440g TNB BIM 34793,Bimbollos con Ajn 18p 1440g,9
34794,Super Bollos 5in 8p 540g TNB WON 34794,Super Bollos 5in 8p 540g,17
34801,Pan Blanco Silueta 500g TNB BIM 34801,Pan Blanco Silueta 500g,16
34802,Pan Multigrano Linaza 540g TNB BIM 34802,Pan Multigrano Linaza 540g,1
34850,Bimbollos Ext sAjonjoli 6p 480g TNB BIM 34850,Bimbollos Ext sAjonjoli 6p 480g,9
34851,Medias Noches 16p 680g TNB BIM 34851,Medias Noches 16p 680g,20
34854,Duo Pan Integral MM 960g TNB BIM 34854,Duo Pan Integral MM 960g,1
34865,Pan Blanco 680g TNB BIM 34865,Pan Blanco 680g,16
34866,Pan Blanco 567g TNB SUN 34866,Pan Blanco 567g,16
34867,Pan Blanco 2pq 1360g TNB BIM 34867,Pan Blanco 2pq 1360g,16
34868,Rebanada Sandwich MP 2p 55g BIM 34868,Rebanada Sandwich MP 2p 55g,14
34869,Rebanada Sandwich MP 2p 55g MTA BIM 34869,Rebanada Sandwich MP 2p 55g,14
34876,Bollos Jumbo 6p 480g TNB SUN 34876,Bollos Jumbo 6p 480g,17
34885,Barra Silueta 8p 22g Tira MTA BIM 34885,Barra Silueta 8p 22g,1
34888,Duo Silueta 44g BIM 34888,Duo Silueta 44g,25
34889,Duo Silueta 44g MTA BIM 34889,Duo Silueta 44g,25
34891,Tostada Kodyz 20p 350g TNB KOD 34891,Tostada Kodyz 20p 350g,4
34892,Tostada Ond Roja Tubo 30p 360g TNB MR 34892,Tostada Ond Roja Tubo 30p 360g,4
34893,Duo Pan Bco Silueta MM 1000g TNB BIM 34893,Duo Pan Bco Silueta MM 1000g,1
34894,Duo Pan Multigrano Lin MM 1080g TNB BIM 34894,Duo Pan Multigrano Lin MM 1080g,1
34901,Duo Pan Blanco MM 920g TNB BIM 34901,Duo Pan Blanco MM 920g,16
34904,Principe Crunch KC 8p 360g CU MLA 34904,Principe Crunch KC 8p 360g,12
34909,Marias a Granel 3 8Kg LAR 34909,Marias a Granel 3 8Kg,29
34913,Totopos Redondo 350g TNB MR 34913,Totopos Redondo 350g,5
34914,Totopos 280g TNB DH 34914,Totopos 280g,5
34915,Bimbunuelos 12p 198g MTB ME BIM 34915,Bimbunuelos 12p 198g,27
34916,Bimbunuelos 12p 198g ME BIM 34916,Bimbunuelos 12p 198g,27
34917,Galleta Hna Int cFrutSabNja DIF 50g GBI 34917,Galleta Hna Int cFrutSabNja DIF 50g,30
34933,Tostado 2pq 420g TNB BIM 34933,Tostado 2pq 420g,4
34935,Cajilla Molido Crujiente 1925g CU BIM 34935,Cajilla Molido Crujiente 1925g,9
34936,Barra Cereal y Fruta Sab Mzn 50g DIF BIM 34936,Barra Cereal y Fruta Sab Mzn 50g,3
34937,Bar Cereal y Fruta Sab Mango 50g DIF BIM 34937,Bar Cereal y Fruta Sab Mango 50g,3
34938,Donas Azucar Tubo 10p 158g MTB BIM 34938,Donas Azucar Tubo 10p 158g,25
34939,Donas Azucar Tubo 10p 158g TAB BIM 34939,Donas Azucar Tubo 10p 158g,25
34943,Barritas Fresa 67g Prom CU MLA 34943,Barritas Fresa 67g,10
34944,Barritas Pina 67g Prom CU MLA 34944,Barritas Pina 67g,24
34945,Barritas Fresa Salvado 67g Prom CU MLA 34945,Barritas Fresa Salvado 67g,10
34958,Bolsa Mini Rocko Consumos 13g CU MLA 34958,Bolsa Mini Rocko Consumos 13g,23
34959,Mini Rocko Vitrolero 45p 13g CU MLA 34959,Mini Rocko Vitrolero 45p 13g,23
34973,Barritas Bisabor 20p 1340g CU MLA 34973,Barritas Bisabor 20p 1340g,24
34983,Tortilla Hna 100pct Int 10p 275g TR 34983,Tortilla Hna 100pct Int 10p 275g,8
34984,Tortilla Hna 100pct Int 10p 275g MTA TR 34984,Tortilla Hna 100pct Int 10p 275g,8
34992,Conchas Vainilla 3p 180g Prom BIM 34992,Conchas Vainilla 3p 180g,11
34993,Conchas Vainilla 3p 180g Prom MTA BIM 34993,Conchas Vainilla 3p 180g,11
35005,Duo Gansito y Mini Gansito 75g MLA 35005,Duo Gansito y Mini Gansito 75g,19
35011,Orejitas con Canela 120g CU GBI 35011,Orejitas con Canela 120g,18
35014,Lata Danesas Snoopy 150g GBI 35014,Lata Danesas Snoopy 150g,22
35015,Lata Danesas Snoopy 400g GBI 35015,Lata Danesas Snoopy 400g,22
35024,Canelitas 90g CU MLA 35024,Canelitas 90g,26
35025,Polvoron 6p 113g CU MLA 35025,Polvoron 6p 113g,5
35026,Galleta Animalito Molida 5Kg LAR 35026,Galleta Animalito Molida 5Kg,30
35031,Kranky 44g RIC 35031,Kranky 44g,23
35051,Tri Pack Gansito 150g SP MLA 35051,Tri Pack Gansito 150g,19
35052,Tri Pack Gansito 150g SP MTB MLA 35052,Tri Pack Gansito 150g,19
35053,Tri Pack Gansito 150g SP TAB MLA 35053,Tri Pack Gansito 150g,19
35054,Molido Bolsa 210g Prom WON 35054,Molido Bolsa 210g,9
35072,Besos de Nuez 120g Tira CU GBI 35072,Besos de Nuez 120g,18
35074,Tortillas de Maiz RM 800g Prom MR 35074,Tortillas de Maiz RM 800g,8
35079,Cuernitos Rebanado McD 4000g TR 35079,Cuernitos Rebanado McD 4000g,14
35092,Duo Galleta Gansito 124g MLA 35092,Duo Galleta Gansito 124g,30
35093,Duo Galleta Gansito 124g MTA MLA 35093,Duo Galleta Gansito 124g,30
35095,Salmas 18g CU SAN 35095,Salmas 18g,17
35097,Bollo Random Wendys 12p 870g MTA BIM 35097,Bollo Random Wendys 12p 870g,27
35103,Deliciosas Vainilla 75g LAR 35103,Deliciosas Vainilla 75g,11
35104,Deliciosas Vainilla 75g MTA LAR 35104,Deliciosas Vainilla 75g,11
35105,Deliciosas Vainilla 75g TAB LAR 35105,Deliciosas Vainilla 75g,11
35106,Deliciosas Vainilla 75g SP LAR 35106,Deliciosas Vainilla 75g,11
35107,Deliciosas Vainilla 75g SP MTA LAR 35107,Deliciosas Vainilla 75g,11
35108,Deliciosas Vainilla 75g SP TAB LAR 35108,Deliciosas Vainilla 75g,11
35109,Deliciosas Vainilla 180g LAR 35109,Deliciosas Vainilla 180g,11
35110,Deliciosas Vainilla 180g MTA LAR 35110,Deliciosas Vainilla 180g,11
35111,Deliciosas Vainilla 180g TAB LAR 35111,Deliciosas Vainilla 180g,11
35112,Deliciosas Vainilla 180g SP LAR 35112,Deliciosas Vainilla 180g,11
35113,Deliciosas Vainilla 180g SP MTA LAR 35113,Deliciosas Vainilla 180g,11
35114,Deliciosas Vainilla 180g SP TAB LAR 35114,Deliciosas Vainilla 180g,11
35115,Deliciosas Vainilla 300g LAR 35115,Deliciosas Vainilla 300g,11
35116,Deliciosas Vainilla 300g MTA LAR 35116,Deliciosas Vainilla 300g,11
35117,Deliciosas Vainilla 300g TAB LAR 35117,Deliciosas Vainilla 300g,11
35118,Deliciosas Vainilla 300g SP LAR 35118,Deliciosas Vainilla 300g,11
35119,Deliciosas Vainilla 300g SP MTA LAR 35119,Deliciosas Vainilla 300g,11
35120,Deliciosas Vainilla 300g SP TAB LAR 35120,Deliciosas Vainilla 300g,11
35121,Deliciosas Chocolate 180g LAR 35121,Deliciosas Chocolate 180g,11
35122,Deliciosas Chocolate 180g MTA LAR 35122,Deliciosas Chocolate 180g,11
35123,Deliciosas Chocolate 180g TAB LAR 35123,Deliciosas Chocolate 180g,11
35124,Deliciosas Chocolate 180g SP LAR 35124,Deliciosas Chocolate 180g,11
35125,Deliciosas Chocolate 180g SP MTA LAR 35125,Deliciosas Chocolate 180g,11
35127,Deliciosas Chochitos 180g LAR 35127,Deliciosas Chochitos 180g,11
35128,Deliciosas Chochitos 180g MTB LAR 35128,Deliciosas Chochitos 180g,11
35129,Deliciosas Chochitos 180g CU LAR 35129,Deliciosas Chochitos 180g,11
35130,Deliciosas Chochitos 180g SP LAR 35130,Deliciosas Chochitos 180g,11
35131,Deliciosas Chochitos 180g SP MTB LAR 35131,Deliciosas Chochitos 180g,11
35132,Deliciosas Chochitos 180g SP CU LAR 35132,Deliciosas Chochitos 180g,11
35141,Super Pan Blanco Ajonjoli 567g WON 35141,Super Pan Blanco Ajonjoli 567g,16
35142,Super Pan Blanco Ajonjoli 567g MTA WON 35142,Super Pan Blanco Ajonjoli 567g,16
35143,Super Pan Blanco Ajonjoli 567g TAB WON 35143,Super Pan Blanco Ajonjoli 567g,16
35144,Wonder 100pct con Ajonjoli 567g WON 35144,Wonder 100pct con Ajonjoli 567g,14
35145,Wonder 100pct con Ajonjoli 567g MTA WON 35145,Wonder 100pct con Ajonjoli 567g,14
35146,Wonder 100pct con Ajonjoli 567g TAB WON 35146,Wonder 100pct con Ajonjoli 567g,14
35147,Wonder 100pct grande 567g WON 35147,Wonder 100pct grande 567g,14
35148,Wonder 100pct grande 567g MTA WON 35148,Wonder 100pct grande 567g,14
35149,Wonder 100pct grande 567g TAB WON 35149,Wonder 100pct grande 567g,14
35150,Barra Uva Pasa Arandano Fres 50g DIF BIM 35150,Barra Uva Pasa Arandano Fres 50g,10
35171,Galleta Int Amarant sab Nuez 30g DIF GBI 35171,Galleta Int Amarant sab Nuez 30g,30
35176,Conchas 2p 120g Prom TR 35176,Conchas 2p 120g,18
35177,Conchas 2p 120g Prom MTB TR 35177,Conchas 2p 120g,18
35179,Tartinas Zarzamora 8p 104g Prom TR 35179,Tartinas Zarzamora 8p 104g,10
35180,Tartinas Zarzamora 8p 104g Prom MTB TR 35180,Tartinas Zarzamora 8p 104g,10
35182,Tartinas Fresa 8p 104g Prom TR 35182,Tartinas Fresa 8p 104g,10
35183,Tartinas Fresa 8p 104g Prom MTB TR 35183,Tartinas Fresa 8p 104g,10
35185,Tartinas Pina 8p 104g Prom TR 35185,Tartinas Pina 8p 104g,24
35186,Tartinas Pina 8p 104g Prom MTB TR 35186,Tartinas Pina 8p 104g,24
35191,Duo Bran Fresa Pina 96g BIM 35191,Duo Bran Fresa Pina 96g,3
35198,Duo Bran Fresa Pina 96g MTA BIM 35198,Duo Bran Fresa Pina 96g,3
35212,Panq Gota Choc 3p 210g Det Prom BIM 35212,Panq Gota Choc 3p 210g,2
35213,Panq Gota Choc 3p 210g Det Prom MTB BIM 35213,Panq Gota Choc 3p 210g,2
35214,Bimbunuelos 12p 198g TAB ME BIM 35214,Bimbunuelos 12p 198g,27
35215,Roles Canela 3p 180g Det Prom MTB BIM 35215,Roles Canela 3p 180g,2
35217,Roles Glass 3p 202g Det Prom MTB BIM 35217,Roles Glass 3p 202g,2
35219,Lata Surtido Danesa Rosas 340g GBI 35219,Lata Surtido Danesa Rosas 340g,22
35222,Lata Corazon Besos Nuez Rosas 378g GBI 35222,Lata Corazon Besos Nuez Rosas 378g,22
35226,Pallet Canelitas KC 720g MLA 35226,Pallet Canelitas KC 720g,26
35227,Bolsita Surtido Rico 160g CU GBI 35227,Bolsita Surtido Rico 160g,28
35228,Orejitas con Canela 110g Tira CU GBI 35228,Orejitas con Canela 110g,28
35232,Super Pan Bco Ajonjoli 680g WON 35232,Super Pan Bco Ajonjoli 680g,1
35233,Super Pan Bco Ajonjoli 680g MTA WON 35233,Super Pan Bco Ajonjoli 680g,1
35235,Wonder 100pct gde 680g MTA WON 35235,Wonder 100pct gde 680g,1
35240,Mi Pinguino 20p 600g Cj MLA 35240,Mi Pinguino 20p 600g,7
35241,Mi Pinguino 20p 600g Cj MTA MLA 35241,Mi Pinguino 20p 600g,7
35242,Mi Pinguino 20p 600g Cj TAB MLA 35242,Mi Pinguino 20p 600g,7
35243,Mi Gansito 20p 500g Cj MLA 35243,Mi Gansito 20p 500g,19
35244,Mi Gansito 20p 500g Cj MTA MLA 35244,Mi Gansito 20p 500g,19
35245,Mi Gansito 20p 500g Cj TAB MLA 35245,Mi Gansito 20p 500g,19
35246,Mi Chocorol 20p 600g Cj MLA 35246,Mi Chocorol 20p 600g,7
35247,Mi Chocorol 20p 600g Cj MTA MLA 35247,Mi Chocorol 20p 600g,7
35248,Mi Chocorol 20p 600g Cj TAB MLA 35248,Mi Chocorol 20p 600g,7
35249,Besos de Nuez 120g CU GBI 35249,Besos de Nuez 120g,18
35272,Combo Tost ClasRoseta Maiz 264g CJM SAN 35272,Combo Tost ClasRoseta Maiz 264g,4
35293,Bimbollos 8p 450g Prom TNB BIM 35293,Bimbollos 8p 450g,9
35294,Bimbollos Extra 6p 480g Prom TNB BIM 35294,Bimbollos Extra 6p 480g,9
35295,Tostado Resellable 210g CU BIM 35295,Tostado Resellable 210g,4
35301,Bimbollos Extra FS 6p 480g Prom MTA BIM 35301,Bimbollos Extra FS 6p 480g,9
35303,Barritas Fresa 75g Prom MLA 35303,Barritas Fresa 75g,10
35304,Barritas Fresa 75g Prom CR2 MLA 35304,Barritas Fresa 75g Prom CR2,10
35305,Barritas Fresa 75g Prom MTB MLA 35305,Barritas Fresa 75g,10
35306,Barritas Fresa 75g Prom TAB MLA 35306,Barritas Fresa 75g,10
35307,Barritas Pina 75g Prom MLA 35307,Barritas Pina 75g,24
35308,Barritas Pina 75g Prom CR2 MLA 35308,Barritas Pina 75g Prom CR2,24
